year;month;day;day_of_week;gender;births
1996;9;23;1;F;11605
1996;9;24;2;M;12910
1996;9;25;3;F;12768
1996;9;26;4;M;12684
1996;9;27;5;F;12756
1996;9;28;6;M;9359
1996;9;29;7;F;8393
1996;9;30;1;M;11491
1996;10;1;2;F;12851
1996;10;2;3;M;12347
1996;10;3;4;F;12248
1996;10;4;5;M;12224
1996;10;5;6;F;8900
1996;10;6;7;M;7960
1996;10;7;1;F;11186
1996;10;8;2;M;12311
1996;10;9;3;F;12069
1996;10;10;4;M;12157
1996;10;11;5;F;11582
1996;10;12;6;M;8710
1996;10;13;7;F;7970
1996;10;14;1;M;10770
1996;10;15;2;F;12272
1996;10;16;3;M;11894
1996;10;17;4;F;11764
1996;10;18;5;M;11495
1996;10;19;6;F;8459
1996;10;20;7;M;7786
1996;10;21;1;F;10790
1996;10;22;2;M;11857
1996;10;23;3;F;11807
1996;10;24;4;M;11538
1996;10;25;5;F;11618
1996;10;26;6;M;8695
1996;10;27;7;F;8061
1996;10;28;1;M;10846
1996;10;29;2;F;12054
1996;10;30;3;M;11812
1996;10;31;4;F;10313
1996;11;1;5;M;11717
1996;11;2;6;F;8614
1996;11;3;7;M;7753
1996;11;4;1;F;10846
1996;11;5;2;M;12019
1996;11;6;3;F;11575
1996;11;7;4;M;11854
1996;11;8;5;F;11880
1996;11;9;6;M;8780
1996;11;10;7;F;7666
1996;11;11;1;M;10586
1996;11;12;2;F;11687
1996;11;13;3;M;11065
1996;11;14;4;F;11516
1996;11;15;5;M;11523
1996;11;16;6;F;8562
1996;11;17;7;M;7808
1996;11;18;1;F;10712
1996;11;19;2;M;12001
1996;11;20;3;F;11557
1996;11;21;4;M;11617
1996;11;22;5;F;11713
1996;11;23;6;M;8535
1996;11;24;7;F;7452
1996;11;25;1;M;11352
1996;11;26;2;F;12451
1996;11;27;3;M;11169
1996;11;28;4;F;7770
1996;11;29;5;M;9302
1996;11;30;6;F;8315
1996;12;1;7;M;7929
1996;12;2;1;F;10969
1996;12;3;2;M;12123
1996;12;4;3;F;11837
1996;12;5;4;M;11587
1996;12;6;5;F;11547
1996;12;7;6;M;8505
1996;12;8;7;F;7730
1996;12;9;1;M;10642
1996;12;10;2;F;11900
1996;12;11;3;M;11521
1996;12;12;4;F;11845
1996;12;13;5;M;10623
1996;12;14;6;F;8618
1996;12;15;7;M;7717
1996;12;16;1;F;11193
1996;12;17;2;M;12379
1996;12;18;3;F;12116
1996;12;19;4;M;12181
1996;12;20;5;F;12552
1996;12;21;6;M;8684
1996;12;22;7;F;7749
1996;12;23;1;M;10604
1996;12;24;2;F;9114
1996;12;25;3;M;7092
1996;12;26;4;F;10321
1996;12;27;5;M;12260
1996;12;28;6;F;9103
1996;12;29;7;M;8193
1996;12;30;1;F;11911
1996;12;31;2;M;11924
1997;1;1;3;F;8349
1997;1;2;4;M;9914
1997;1;3;5;F;11196
1997;1;4;6;M;8617
1997;1;5;7;F;7657
1997;1;6;1;M;10456
1997;1;7;2;F;11615
1997;1;8;3;M;10872
1997;1;9;4;F;10981
1997;1;10;5;M;11545
1997;1;11;6;F;8368
1997;1;12;7;M;7524
1997;1;13;1;F;10267
1997;1;14;2;M;11502
1997;1;15;3;F;11319
1997;1;16;4;M;11311
1997;1;17;5;F;11321
1997;1;18;6;M;8340
1997;1;19;7;F;7527
1997;1;20;1;M;10444
1997;1;21;2;F;11536
1997;1;22;3;M;11508
1997;1;23;4;F;11511
1997;1;24;5;M;11410
1997;1;25;6;F;8634
1997;1;26;7;M;7526
1997;1;27;1;F;10527
1997;1;28;2;M;11661
1997;1;29;3;F;11084
1997;1;30;4;M;11171
1997;1;31;5;F;11518
1997;2;1;6;M;8488
1997;2;2;7;F;7706
1997;2;3;1;M;10596
1997;2;4;2;F;11621
1997;2;5;3;M;11291
1997;2;6;4;F;11228
1997;2;7;5;M;11538
1997;2;8;6;F;8411
1997;2;9;7;M;7566
1997;2;10;1;F;10778
1997;2;11;2;M;11734
1997;2;12;3;F;11548
1997;2;13;4;M;11288
1997;2;14;5;F;12321
1997;2;15;6;M;8805
1997;2;16;7;F;7670
1997;2;17;1;M;10023
1997;2;18;2;F;11126
1997;2;19;3;M;11574
1997;2;20;4;F;11571
1997;2;21;5;M;11458
1997;2;22;6;F;8845
1997;2;23;7;M;7553
1997;2;24;1;F;10481
1997;2;25;2;M;11566
1997;2;26;3;F;11573
1997;2;27;4;M;11666
1997;2;28;5;F;11516
1997;3;1;6;M;8589
1997;3;2;7;F;7681
1997;3;3;1;M;10837
1997;3;4;2;F;11909
1997;3;5;3;M;11570
1997;3;6;4;F;11523
1997;3;7;5;M;11571
1997;3;8;6;F;8700
1997;3;9;7;M;7649
1997;3;10;1;F;10691
1997;3;11;2;M;11944
1997;3;12;3;F;11661
1997;3;13;4;M;11397
1997;3;14;5;F;11573
1997;3;15;6;M;8521
1997;3;16;7;F;7617
1997;3;17;1;M;10881
1997;3;18;2;F;11726
1997;3;19;3;M;11550
1997;3;20;4;F;11634
1997;3;21;5;M;11846
1997;3;22;6;F;8641
1997;3;23;7;M;7594
1997;3;24;1;F;10903
1997;3;25;2;M;12160
1997;3;26;3;F;11845
1997;3;27;4;M;11745
1997;3;28;5;F;11184
1997;3;29;6;M;8329
1997;3;30;7;F;7458
1997;3;31;1;M;10283
1997;4;1;2;F;10799
1997;4;2;3;M;11662
1997;4;3;4;F;11669
1997;4;4;5;M;11657
1997;4;5;6;F;8576
1997;4;6;7;M;7207
1997;4;7;1;F;10726
1997;4;8;2;M;11840
1997;4;9;3;F;11356
1997;4;10;4;M;11499
1997;4;11;5;F;11348
1997;4;12;6;M;8444
1997;4;13;7;F;7559
1997;4;14;1;M;10620
1997;4;15;2;F;11714
1997;4;16;3;M;11652
1997;4;17;4;F;11743
1997;4;18;5;M;11560
1997;4;19;6;F;8497
1997;4;20;7;M;7673
1997;4;21;1;F;10793
1997;4;22;2;M;11979
1997;4;23;3;F;11783
1997;4;24;4;M;11755
1997;4;25;5;F;11295
1997;4;26;6;M;8285
1997;4;27;7;F;7410
1997;4;28;1;M;10265
1997;4;29;2;F;11518
1997;4;30;3;M;11346
1997;5;1;4;F;11608
1997;5;2;5;M;11686
1997;5;3;6;F;8502
1997;5;4;7;M;7868
1997;5;5;1;F;10982
1997;5;6;2;M;11855
1997;5;7;3;F;11781
1997;5;8;4;M;11861
1997;5;9;5;F;11701
1997;5;10;6;M;8568
1997;5;11;7;F;7493
1997;5;12;1;M;11247
1997;5;13;2;F;12031
1997;5;14;3;M;11703
1997;5;15;4;F;12109
1997;5;16;5;M;11749
1997;5;17;6;F;8493
1997;5;18;7;M;7845
1997;5;19;1;F;11189
1997;5;20;2;M;12346
1997;5;21;3;F;11910
1997;5;22;4;M;12023
1997;5;23;5;F;12212
1997;5;24;6;M;8756
1997;5;25;7;F;7873
1997;5;26;1;M;8079
1997;5;27;2;F;11045
1997;5;28;3;M;12545
1997;5;29;4;F;12357
1997;5;30;5;M;12061
1997;5;31;6;F;8853
1997;6;1;7;M;7763
1997;6;2;1;F;10716
1997;6;3;2;M;12037
1997;6;4;3;F;11794
1997;6;5;4;M;11826
1997;6;6;5;F;11938
1997;6;7;6;M;8678
1997;6;8;7;F;7578
1997;6;9;1;M;10854
1997;6;10;2;F;12251
1997;6;11;3;M;12075
1997;6;12;4;F;11882
1997;6;13;5;M;11214
1997;6;14;6;F;8835
1997;6;15;7;M;7777
1997;6;16;1;F;11212
1997;6;17;2;M;12190
1997;6;18;3;F;11875
1997;6;19;4;M;12012
1997;6;20;5;F;12192
1997;6;21;6;M;8751
1997;6;22;7;F;8199
1997;6;23;1;M;11031
1997;6;24;2;F;12511
1997;6;25;3;M;12264
1997;6;26;4;F;12291
1997;6;27;5;M;11916
1997;6;28;6;F;9184
1997;6;29;7;M;7823
1997;6;30;1;F;11198
1997;7;1;2;M;13003
1997;7;2;3;F;12820
1997;7;3;4;M;12433
1997;7;4;5;F;9445
1997;7;5;6;M;8255
1997;7;6;7;F;7860
1997;7;7;1;M;11501
1997;7;8;2;F;12927
1997;7;9;3;M;12292
1997;7;10;4;F;12451
1997;7;11;5;M;12132
1997;7;12;6;F;8841
1997;7;13;7;M;8092
1997;7;14;1;F;11198
1997;7;15;2;M;12625
1997;7;16;3;F;12474
1997;7;17;4;M;12552
1997;7;18;5;F;12101
1997;7;19;6;M;9055
1997;7;20;7;F;7973
1997;7;21;1;M;11410
1997;7;22;2;F;12928
1997;7;23;3;M;12319
1997;7;24;4;F;11988
1997;7;25;5;M;12178
1997;7;26;6;F;8939
1997;7;27;7;M;8213
1997;7;28;1;F;11465
1997;7;29;2;M;12482
1997;7;30;3;F;12356
1997;7;31;4;M;12198
1997;8;1;5;F;12084
1997;8;2;6;M;8775
1997;8;3;7;F;8044
1997;8;4;1;M;11189
1997;8;5;2;F;12585
1997;8;6;3;M;12046
1997;8;7;4;F;12141
1997;8;8;5;M;12110
1997;8;9;6;F;8876
1997;8;10;7;M;8174
1997;8;11;1;F;11274
1997;8;12;2;M;12632
1997;8;13;3;F;11963
1997;8;14;4;M;12342
1997;8;15;5;F;12240
1997;8;16;6;M;9066
1997;8;17;7;F;8125
1997;8;18;1;M;11387
1997;8;19;2;F;12479
1997;8;20;3;M;12394
1997;8;21;4;F;12121
1997;8;22;5;M;12081
1997;8;23;6;F;8950
1997;8;24;7;M;8053
1997;8;25;1;F;11094
1997;8;26;2;M;12577
1997;8;27;3;F;12270
1997;8;28;4;M;12475
1997;8;29;5;F;12422
1997;8;30;6;M;9078
1997;8;31;7;F;8075
1997;9;1;1;M;8116
1997;9;2;2;F;11307
1997;9;3;3;M;12720
1997;9;4;4;F;12462
1997;9;5;5;M;12454
1997;9;6;6;F;9074
1997;9;7;7;M;8281
1997;9;8;1;F;11244
1997;9;9;2;M;12457
1997;9;10;3;F;12182
1997;9;11;4;M;12467
1997;9;12;5;F;12394
1997;9;13;6;M;9053
1997;9;14;7;F;8265
1997;9;15;1;M;11584
1997;9;16;2;F;12891
1997;9;17;3;M;12793
1997;9;18;4;F;12372
1997;9;19;5;M;12560
1997;9;20;6;F;8968
1997;9;21;7;M;8253
1997;9;22;1;F;11474
1997;9;23;2;M;12621
1997;9;24;3;F;12193
1997;9;25;4;M;12132
1997;9;26;5;F;12057
1997;9;27;6;M;9119
1997;9;28;7;F;8104
1997;9;29;1;M;11453
1997;9;30;2;F;12550
1997;10;1;3;M;12161
1997;10;2;4;F;11903
1997;10;3;5;M;11939
1997;10;4;6;F;8787
1997;10;5;7;M;7726
1997;10;6;1;F;11123
1997;10;7;2;M;12261
1997;10;8;3;F;11689
1997;10;9;4;M;11623
1997;10;10;5;F;11627
1997;10;11;6;M;8489
1997;10;12;7;F;7358
1997;10;13;1;M;10180
1997;10;14;2;F;11859
1997;10;15;3;M;11450
1997;10;16;4;F;11481
1997;10;17;5;M;11451
1997;10;18;6;F;8393
1997;10;19;7;M;7604
1997;10;20;1;F;10782
1997;10;21;2;M;11957
1997;10;22;3;F;11490
1997;10;23;4;M;11561
1997;10;24;5;F;11607
1997;10;25;6;M;8438
1997;10;26;7;F;8000
1997;10;27;1;M;10824
1997;10;28;2;F;11753
1997;10;29;3;M;11593
1997;10;30;4;F;11406
1997;10;31;5;M;10142
1997;11;1;6;F;8706
1997;11;2;7;M;7884
1997;11;3;1;F;10909
1997;11;4;2;M;12210
1997;11;5;3;F;11704
1997;11;6;4;M;11608
1997;11;7;5;F;11624
1997;11;8;6;M;8577
1997;11;9;7;F;7794
1997;11;10;1;M;10796
1997;11;11;2;F;12022
1997;11;12;3;M;11485
1997;11;13;4;F;11233
1997;11;14;5;M;11615
1997;11;15;6;F;8483
1997;11;16;7;M;7757
1997;11;17;1;F;10945
1997;11;18;2;M;12014
1997;11;19;3;F;11529
1997;11;20;4;M;11754
1997;11;21;5;F;11930
1997;11;22;6;M;8769
1997;11;23;7;F;7803
1997;11;24;1;M;11583
1997;11;25;2;F;12618
1997;11;26;3;M;11216
1997;11;27;4;F;7680
1997;11;28;5;M;9172
1997;11;29;6;F;8269
1997;11;30;7;M;7593
1997;12;1;1;F;11195
1997;12;2;2;M;12509
1997;12;3;3;F;11997
1997;12;4;4;M;11810
1997;12;5;5;F;11385
1997;12;6;6;M;8316
1997;12;7;7;F;7608
1997;12;8;1;M;10696
1997;12;9;2;F;11825
1997;12;10;3;M;11555
1997;12;11;4;F;11431
1997;12;12;5;M;11380
1997;12;13;6;F;8178
1997;12;14;7;M;7504
1997;12;15;1;F;11054
1997;12;16;2;M;12506
1997;12;17;3;F;12199
1997;12;18;4;M;12543
1997;12;19;5;F;12543
1997;12;20;6;M;8997
1997;12;21;7;F;7675
1997;12;22;1;M;12021
1997;12;23;2;F;12061
1997;12;24;3;M;9129
1997;12;25;4;F;7055
1997;12;26;5;M;10075
1997;12;27;6;F;8679
1997;12;28;7;M;7864
1997;12;29;1;F;12206
1997;12;30;2;M;13521
1997;12;31;3;F;11818
1998;1;1;4;M;8213
1998;1;2;5;F;9784
1998;1;3;6;M;8437
1998;1;4;7;F;7807
1998;1;5;1;M;10556
1998;1;6;2;F;11843
1998;1;7;3;M;11428
1998;1;8;4;F;11526
1998;1;9;5;M;11469
1998;1;10;6;F;8612
1998;1;11;7;M;7642
1998;1;12;1;F;10553
1998;1;13;2;M;11850
1998;1;14;3;F;11542
1998;1;15;4;M;11491
1998;1;16;5;F;11535
1998;1;17;6;M;8698
1998;1;18;7;F;7690
1998;1;19;1;M;10325
1998;1;20;2;F;11806
1998;1;21;3;M;11650
1998;1;22;4;F;11680
1998;1;23;5;M;11389
1998;1;24;6;F;8525
1998;1;25;7;M;7586
1998;1;26;1;F;10771
1998;1;27;2;M;11813
1998;1;28;3;F;11483
1998;1;29;4;M;11513
1998;1;30;5;F;11616
1998;1;31;6;M;8507
1998;2;1;7;F;7650
1998;2;2;1;M;10867
1998;2;3;2;F;11659
1998;2;4;3;M;11745
1998;2;5;4;F;11529
1998;2;6;5;M;11573
1998;2;7;6;F;8567
1998;2;8;7;M;7952
1998;2;9;1;F;11113
1998;2;10;2;M;12166
1998;2;11;3;F;11752
1998;2;12;4;M;12329
1998;2;13;5;F;11203
1998;2;14;6;M;9112
1998;2;15;7;F;7957
1998;2;16;1;M;10471
1998;2;17;2;F;11923
1998;2;18;3;M;12022
1998;2;19;4;F;11802
1998;2;20;5;M;11879
1998;2;21;6;F;8759
1998;2;22;7;M;7779
1998;2;23;1;F;10871
1998;2;24;2;M;12185
1998;2;25;3;F;11815
1998;2;26;4;M;11817
1998;2;27;5;F;11536
1998;2;28;6;M;8678
1998;3;1;7;F;7798
1998;3;2;1;M;11019
1998;3;3;2;F;12180
1998;3;4;3;M;11740
1998;3;5;4;F;12046
1998;3;6;5;M;11811
1998;3;7;6;F;8510
1998;3;8;7;M;7699
1998;3;9;1;F;10801
1998;3;10;2;M;12150
1998;3;11;3;F;11752
1998;3;12;4;M;11883
1998;3;13;5;F;11120
1998;3;14;6;M;8697
1998;3;15;7;F;7808
1998;3;16;1;M;10836
1998;3;17;2;F;12343
1998;3;18;3;M;11918
1998;3;19;4;F;11728
1998;3;20;5;M;11703
1998;3;21;6;F;8730
1998;3;22;7;M;7625
1998;3;23;1;F;10779
1998;3;24;2;M;11960
1998;3;25;3;F;11757
1998;3;26;4;M;11983
1998;3;27;5;F;11715
1998;3;28;6;M;8399
1998;3;29;7;F;7831
1998;3;30;1;M;10990
1998;3;31;2;F;12125
1998;4;1;3;M;10992
1998;4;2;4;F;11944
1998;4;3;5;M;11976
1998;4;4;6;F;8715
1998;4;5;7;M;7240
1998;4;6;1;F;10904
1998;4;7;2;M;12255
1998;4;8;3;F;11992
1998;4;9;4;M;11868
1998;4;10;5;F;11118
1998;4;11;6;M;8437
1998;4;12;7;F;7330
1998;4;13;1;M;10383
1998;4;14;2;F;12207
1998;4;15;3;M;11898
1998;4;16;4;F;11931
1998;4;17;5;M;11820
1998;4;18;6;F;8595
1998;4;19;7;M;7557
1998;4;20;1;F;10848
1998;4;21;2;M;12213
1998;4;22;3;F;11730
1998;4;23;4;M;11729
1998;4;24;5;F;11511
1998;4;25;6;M;8469
1998;4;26;7;F;7774
1998;4;27;1;M;10832
1998;4;28;2;F;12175
1998;4;29;3;M;11565
1998;4;30;4;F;11750
1998;5;1;5;M;11776
1998;5;2;6;F;8595
1998;5;3;7;M;7750
1998;5;4;1;F;11071
1998;5;5;2;M;12440
1998;5;6;3;F;12177
1998;5;7;4;M;12037
1998;5;8;5;F;11868
1998;5;9;6;M;8701
1998;5;10;7;F;7716
1998;5;11;1;M;10760
1998;5;12;2;F;12225
1998;5;13;3;M;11511
1998;5;14;4;F;11913
1998;5;15;5;M;12113
1998;5;16;6;F;8778
1998;5;17;7;M;7810
1998;5;18;1;F;11228
1998;5;19;2;M;12567
1998;5;20;3;F;12241
1998;5;21;4;M;12482
1998;5;22;5;F;12312
1998;5;23;6;M;8764
1998;5;24;7;F;7888
1998;5;25;1;M;7953
1998;5;26;2;F;11573
1998;5;27;3;M;12590
1998;5;28;4;F;12674
1998;5;29;5;M;12255
1998;5;30;6;F;8837
1998;5;31;7;M;7914
1998;6;1;1;F;11005
1998;6;2;2;M;11762
1998;6;3;3;F;11898
1998;6;4;4;M;11778
1998;6;5;5;F;11752
1998;6;6;6;M;8892
1998;6;7;7;F;7558
1998;6;8;1;M;10791
1998;6;9;2;F;12122
1998;6;10;3;M;12007
1998;6;11;4;F;11996
1998;6;12;5;M;11830
1998;6;13;6;F;8769
1998;6;14;7;M;7836
1998;6;15;1;F;11280
1998;6;16;2;M;12519
1998;6;17;3;F;12038
1998;6;18;4;M;11968
1998;6;19;5;F;11877
1998;6;20;6;M;8819
1998;6;21;7;F;7794
1998;6;22;1;M;11218
1998;6;23;2;F;12351
1998;6;24;3;M;12246
1998;6;25;4;F;12258
1998;6;26;5;M;12050
1998;6;27;6;F;8840
1998;6;28;7;M;7930
1998;6;29;1;F;11025
1998;6;30;2;M;12882
1998;7;1;3;F;12680
1998;7;2;4;M;12517
1998;7;3;5;F;10371
1998;7;4;6;M;8372
1998;7;5;7;F;7694
1998;7;6;1;M;11030
1998;7;7;2;F;12753
1998;7;8;3;M;12535
1998;7;9;4;F;12463
1998;7;10;5;M;12288
1998;7;11;6;F;8996
1998;7;12;7;M;8096
1998;7;13;1;F;11149
1998;7;14;2;M;13034
1998;7;15;3;F;12593
1998;7;16;4;M;12467
1998;7;17;5;F;12345
1998;7;18;6;M;8905
1998;7;19;7;F;8018
1998;7;20;1;M;11598
1998;7;21;2;F;12686
1998;7;22;3;M;12785
1998;7;23;4;F;12536
1998;7;24;5;M;12287
1998;7;25;6;F;8888
1998;7;26;7;M;8069
1998;7;27;1;F;11350
1998;7;28;2;M;12919
1998;7;29;3;F;12556
1998;7;30;4;M;12375
1998;7;31;5;F;12296
1998;8;1;6;M;8784
1998;8;2;7;F;7876
1998;8;3;1;M;11277
1998;8;4;2;F;12758
1998;8;5;3;M;12244
1998;8;6;4;F;12535
1998;8;7;5;M;12258
1998;8;8;6;F;9256
1998;8;9;7;M;8168
1998;8;10;1;F;11622
1998;8;11;2;M;12857
1998;8;12;3;F;12577
1998;8;13;4;M;12487
1998;8;14;5;F;12486
1998;8;15;6;M;9296
1998;8;16;7;F;8176
1998;8;17;1;M;11565
1998;8;18;2;F;12878
1998;8;19;3;M;12491
1998;8;20;4;F;12467
1998;8;21;5;M;12496
1998;8;22;6;F;9106
1998;8;23;7;M;8252
1998;8;24;1;F;11627
1998;8;25;2;M;12908
1998;8;26;3;F;12459
1998;8;27;4;M;12595
1998;8;28;5;F;12447
1998;8;29;6;M;9230
1998;8;30;7;F;8162
1998;8;31;1;M;11396
1998;9;1;2;F;12677
1998;9;2;3;M;12289
1998;9;3;4;F;12474
1998;9;4;5;M;12820
1998;9;5;6;F;9057
1998;9;6;7;M;7979
1998;9;7;1;F;8428
1998;9;8;2;M;12092
1998;9;9;3;F;13501
1998;9;10;4;M;13306
1998;9;11;5;F;12920
1998;9;12;6;M;9463
1998;9;13;7;F;8434
1998;9;14;1;M;11694
1998;9;15;2;F;12975
1998;9;16;3;M;12768
1998;9;17;4;F;12905
1998;9;18;5;M;13030
1998;9;19;6;F;9541
1998;9;20;7;M;8431
1998;9;21;1;F;11647
1998;9;22;2;M;12774
1998;9;23;3;F;12805
1998;9;24;4;M;12708
1998;9;25;5;F;12501
1998;9;26;6;M;9230
1998;9;27;7;F;8279
1998;9;28;1;M;11744
1998;9;29;2;F;12716
1998;9;30;3;M;12196
1998;10;1;4;F;12410
1998;10;2;5;M;12247
1998;10;3;6;F;8895
1998;10;4;7;M;7927
1998;10;5;1;F;11235
1998;10;6;2;M;12555
1998;10;7;3;F;12119
1998;10;8;4;M;12128
1998;10;9;5;F;11750
1998;10;10;6;M;8610
1998;10;11;7;F;7785
1998;10;12;1;M;10645
1998;10;13;2;F;11815
1998;10;14;3;M;12063
1998;10;15;4;F;12049
1998;10;16;5;M;11792
1998;10;17;6;F;8475
1998;10;18;7;M;7795
1998;10;19;1;F;10797
1998;10;20;2;M;12404
1998;10;21;3;F;11721
1998;10;22;4;M;11866
1998;10;23;5;F;11644
1998;10;24;6;M;8447
1998;10;25;7;F;7768
1998;10;26;1;M;10967
1998;10;27;2;F;11996
1998;10;28;3;M;11841
1998;10;29;4;F;11667
1998;10;30;5;M;11213
1998;10;31;6;F;8164
1998;11;1;7;M;7849
1998;11;2;1;F;11139
1998;11;3;2;M;12235
1998;11;4;3;F;11726
1998;11;5;4;M;12007
1998;11;6;5;F;11773
1998;11;7;6;M;8623
1998;11;8;7;F;7615
1998;11;9;1;M;11171
1998;11;10;2;F;12312
1998;11;11;3;M;11662
1998;11;12;4;F;11904
1998;11;13;5;M;10968
1998;11;14;6;F;8689
1998;11;15;7;M;7759
1998;11;16;1;F;11103
1998;11;17;2;M;12348
1998;11;18;3;F;11729
1998;11;19;4;M;11815
1998;11;20;5;F;12095
1998;11;21;6;M;8687
1998;11;22;7;F;7649
1998;11;23;1;M;11942
1998;11;24;2;F;13143
1998;11;25;3;M;11311
1998;11;26;4;F;7658
1998;11;27;5;M;9185
1998;11;28;6;F;8295
1998;11;29;7;M;7732
1998;11;30;1;F;11117
1998;12;1;2;M;12612
1998;12;2;3;F;12003
1998;12;3;4;M;11990
1998;12;4;5;F;11661
1998;12;5;6;M;8368
1998;12;6;7;F;7614
1998;12;7;1;M;10872
1998;12;8;2;F;12354
1998;12;9;3;M;11824
1998;12;10;4;F;11685
1998;12;11;5;M;11284
1998;12;12;6;F;8418
1998;12;13;7;M;7460
1998;12;14;1;F;11063
1998;12;15;2;M;12430
1998;12;16;3;F;12256
1998;12;17;4;M;12572
1998;12;18;5;F;12634
1998;12;19;6;M;8804
1998;12;20;7;F;7792
1998;12;21;1;M;12414
1998;12;22;2;F;13286
1998;12;23;3;M;11149
1998;12;24;4;F;8464
1998;12;25;5;M;7020
1998;12;26;6;F;7735
1998;12;27;7;M;7829
1998;12;28;1;F;11980
1998;12;29;2;M;13637
1998;12;30;3;F;13297
1998;12;31;4;M;11389
1999;1;1;5;F;8163
1999;1;2;6;M;7637
1999;1;3;7;F;7416
1999;1;4;1;M;10396
1999;1;5;2;F;12004
1999;1;6;3;M;11718
1999;1;7;4;F;11901
1999;1;8;5;M;11772
1999;1;9;6;F;8466
1999;1;10;7;M;7704
1999;1;11;1;F;10816
1999;1;12;2;M;12190
1999;1;13;3;F;11626
1999;1;14;4;M;11767
1999;1;15;5;F;11704
1999;1;16;6;M;8444
1999;1;17;7;F;7679
1999;1;18;1;M;10508
1999;1;19;2;F;11812
1999;1;20;3;M;11901
1999;1;21;4;F;12027
1999;1;22;5;M;11677
1999;1;23;6;F;8587
1999;1;24;7;M;7597
1999;1;25;1;F;10973
1999;1;26;2;M;11915
1999;1;27;3;F;11548
1999;1;28;4;M;11745
1999;1;29;5;F;11571
1999;1;30;6;M;8473
1999;1;31;7;F;7445
1999;2;1;1;M;10718
1999;2;2;2;F;12037
1999;2;3;3;M;11747
1999;2;4;4;F;11811
1999;2;5;5;M;11693
1999;2;6;6;F;8394
1999;2;7;7;M;7675
1999;2;8;1;F;11022
1999;2;9;2;M;12157
1999;2;10;3;F;11849
1999;2;11;4;M;12086
1999;2;12;5;F;11709
1999;2;13;6;M;8298
1999;2;14;7;F;7902
1999;2;15;1;M;10431
1999;2;16;2;F;11987
1999;2;17;3;M;11868
1999;2;18;4;F;11909
1999;2;19;5;M;11818
1999;2;20;6;F;8604
1999;2;21;7;M;7664
1999;2;22;1;F;10958
1999;2;23;2;M;11875
1999;2;24;3;F;11761
1999;2;25;4;M;11716
1999;2;26;5;F;11615
1999;2;27;6;M;8458
1999;2;28;7;F;7806
1999;3;1;1;M;10958
1999;3;2;2;F;12288
1999;3;3;3;M;11998
1999;3;4;4;F;11767
1999;3;5;5;M;11841
1999;3;6;6;F;8616
1999;3;7;7;M;7578
1999;3;8;1;F;10749
1999;3;9;2;M;11896
1999;3;10;3;F;11823
1999;3;11;4;M;11832
1999;3;12;5;F;11834
1999;3;13;6;M;8436
1999;3;14;7;F;7549
1999;3;15;1;M;10830
1999;3;16;2;F;12134
1999;3;17;3;M;11928
1999;3;18;4;F;11915
1999;3;19;5;M;11554
1999;3;20;6;F;8621
1999;3;21;7;M;7582
1999;3;22;1;F;10743
1999;3;23;2;M;12132
1999;3;24;3;F;11764
1999;3;25;4;M;11879
1999;3;26;5;F;11543
1999;3;27;6;M;8592
1999;3;28;7;F;7389
1999;3;29;1;M;11259
1999;3;30;2;F;12071
1999;3;31;3;M;11838
1999;4;1;4;F;11313
1999;4;2;5;M;11354
1999;4;3;6;F;8059
1999;4;4;7;M;7067
1999;4;5;1;F;10820
1999;4;6;2;M;12063
1999;4;7;3;F;11941
1999;4;8;4;M;11724
1999;4;9;5;F;11550
1999;4;10;6;M;8364
1999;4;11;7;F;7510
1999;4;12;1;M;10849
1999;4;13;2;F;11884
1999;4;14;3;M;11669
1999;4;15;4;F;11818
1999;4;16;5;M;11546
1999;4;17;6;F;8633
1999;4;18;7;M;7394
1999;4;19;1;F;10767
1999;4;20;2;M;12067
1999;4;21;3;F;11636
1999;4;22;4;M;11763
1999;4;23;5;F;11533
1999;4;24;6;M;8301
1999;4;25;7;F;7370
1999;4;26;1;M;10806
1999;4;27;2;F;12013
1999;4;28;3;M;11915
1999;4;29;4;F;11743
1999;4;30;5;M;11417
1999;5;1;6;F;8522
1999;5;2;7;M;7537
1999;5;3;1;F;10972
1999;5;4;2;M;12455
1999;5;5;3;F;12278
1999;5;6;4;M;12267
1999;5;7;5;F;11857
1999;5;8;6;M;8314
1999;5;9;7;F;7630
1999;5;10;1;M;11158
1999;5;11;2;F;12316
1999;5;12;3;M;12111
1999;5;13;4;F;11801
1999;5;14;5;M;11874
1999;5;15;6;F;8492
1999;5;16;7;M;7600
1999;5;17;1;F;11106
1999;5;18;2;M;12438
1999;5;19;3;F;11758
1999;5;20;4;M;11944
1999;5;21;5;F;11895
1999;5;22;6;M;8558
1999;5;23;7;F;7700
1999;5;24;1;M;11340
1999;5;25;2;F;12833
1999;5;26;3;M;12346
1999;5;27;4;F;12640
1999;5;28;5;M;12405
1999;5;29;6;F;8875
1999;5;30;7;M;7661
1999;5;31;1;F;7843
1999;6;1;2;M;11583
1999;6;2;3;F;12961
1999;6;3;4;M;12796
1999;6;4;5;F;12340
1999;6;5;6;M;8814
1999;6;6;7;F;7691
1999;6;7;1;M;11105
1999;6;8;2;F;12338
1999;6;9;3;M;12010
1999;6;10;4;F;12259
1999;6;11;5;M;12028
1999;6;12;6;F;8654
1999;6;13;7;M;7648
1999;6;14;1;F;11145
1999;6;15;2;M;12525
1999;6;16;3;F;12089
1999;6;17;4;M;12069
